product_id,product_position,promotion,product_category,seasonal,quantity,brand,sku,name,description,price,currency,gender,total_revenue,count
196752,End-cap,1,Clothing,No,2227,Zara,319334070-401-2,STRUCTURED TEXT T-SHIRT,Full cut T-shirt made of mesh textured fabric. Contrast rib V-neckline and short sleeves. Front contrast printed text.,45.9,USD,MAN,102219.3,1
181011,Aisle,1,Clothing,Yes,994,Zara,322612356-505-2,HERRINGBONE TEXTURED JACKET,RETRO SNEAKERS,89.9,USD,MAN,89360.6,1
139967,End-cap,1,Clothing,No,2634,Zara,311282631-712-2,OVERSIZED CROPPED JACKET LIMITED EDITION,V-neck sweater with long sleeves. Rib trim.,69.9,USD,MAN,184116.6,1
162699,End-cap,1,Clothing,Yes,2732,Zara,329282612-401-2,LEATHER BIKER JACKET,Round neck long sleeve sweater. Metallic fabric detail and frayed trim.,89.9,USD,MAN,245606.80000000002,1
119044,Aisle,1,Clothing,Yes,1140,Zara,320026789-714-2,CROPPED LEATHER JACKET,Relaxed fit overshirt made of 25% wool fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pocket at chest and side pockets at hip. Front button closure.,169.0,USD,MAN,192660.0,1
121348,End-cap,1,Clothing,Yes,1008,Zara,323216360-406-2,FAUX LEATHER BOXY FIT JACKET,Relaxed fit overshirt made of stretch fabric. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Front button closure.,169.0,USD,MAN,170352.0,1
163982,Front of Store,1,Clothing,No,2685,Zara,318209963-800-2,FAUX LEATHER JACKET,Cropped overshirt. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Irregular trim. Front button closure.,69.9,USD,MAN,187681.50000000003,1
185774,End-cap,1,Clothing,Yes,1145,Zara,316727555-700-2,FAUX SUEDE BOMBER JACKET,Overshirt with lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Front button closure.,19.99,USD,MAN,22888.55,1
144651,Aisle,1,Clothing,No,1791,Zara,312571093-710-2,DENIM BOMBER JACKET,Relaxed fit overshirt made of wool blend fabric. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip. Front zip closure.,139.0,USD,MAN,248949.0,1
195103,Aisle,1,Clothing,No,2849,Zara,330290387-401-2,BOUCLÉ TEXTURED JACKET,Varsity jacket with elastic collar and long sleeves. Welt pockets at hip and interior pocket. Embroidered appliqué and contrast front and back patches. Rib trim. Front snap button closure.,109.0,USD,MAN,310541.0,1
123047,Aisle,1,Clothing,Yes,2985,Zara,313027279-800-2,SUIT JACKET IN 100% LINEN,Quilted jacket made of technical fabric. Lapel collar and long sleeves. Welt pockets at hip. Rib trim. Front zip closure.,109.0,USD,MAN,325365.0,1
123077,Front of Store,1,Clothing,No,1603,Zara,320671529-802-2,JACQUARD DENIM JACKET,Jacket made of technical fabric with padded interior. Lapel collar and long sleeves with elastic cuffs. Welt pockets at hip and interior pocket. Adjustable drawstring hem. Front snap button closure.,109.0,USD,MAN,174727.0,1
171860,Aisle,1,Clothing,No,707,Zara,323646471-802-2,PADDED DENIM JACKET,Slightly cropped denim jacket. Lapel collar and long sleeves with buttoned cuffs. Flap patch pocket at chest and side hip. Washed effect. Front button closure.,109.0,USD,MAN,77063.0,1
149487,Aisle,1,Clothing,Yes,1258,Zara,312978838-611-2,LEATHER JACKET,Boxy fit jacket. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at hip. Washed effect.Asymmetric hem with side vents. Front button closure.,99.9,USD,MAN,125674.20000000001,1
168516,Front of Store,1,Clothing,No,2168,Zara,336446858-822-2,LIGHTWEIGHT BOMBER JACKET,Jacket made of faux shearling fabric. V-neckline and long sleeves with elastic cuffs. Lined interior with structured mesh fabric. Welt pockets at hip. Adjustable hem with side elastics. Front snap button closure.,89.9,USD,MAN,194903.2,1
177771,End-cap,1,Clothing,Yes,1764,Zara,281883711-071-2,SUIT JACKET,Jacket with lightly padded interior. Corduroy lapel collar. Long sleeves. Patch pockets at hip. Front button closure.,69.9,USD,MAN,123303.6,1
172015,End-cap,1,Clothing,Yes,2622,Zara,313008692-514-2,FAUX LEATHER BOMBER JACKET,Cropped overshirt. Lapel collar and long sleeves with buttoned cuffs. Front patch pockets. Irregular finished seams. Front button closure.,139.0,USD,MAN,364458.0,1
118985,Aisle,1,Clothing,Yes,694,Zara,281593208-015-2,PATCH BOMBER JACKET,Vest made of viscose and wool blend fabric. V-neckline. Patch pockets at hip. Front zip closure.,139.0,USD,MAN,96466.0,1
112194,Aisle,1,Clothing,Yes,2187,Zara,314937772-710-2,STRETCH POCKET OVERSHIRT,Varsity jacket made of faux suede fabric. Double welt pockets at hip and interior pocket. Front and back contrasting patch appliqués and embroidery. Rib trim. Front snap button closure.,109.0,USD,MAN,238383.0,1
113435,Aisle,1,Clothing,Yes,2973,Zara,320278659-251-2,RIB COLLAR JACKET,Overshirt made of stretchy fabric. Lapel collar and long sleeves with snap buttoned cuffs. Chest patch pockets. Front snap button closure.,129.0,USD,MAN,383517.0,1
159182,Front of Store,1,Clothing,No,1014,Zara,321993245-500-2,FAUX LEATHER OVERSIZED JACKET LIMITED EDITION,Jacket made of technical fabric with padded interior. Tonal elastic rib high collar. Long sleeves. Welt pockets at hip and interior pocket. Interior elastic finish. Front zip closure.,169.0,USD,MAN,171366.0,1
199233,Aisle,1,Clothing,No,2222,Zara,330590505-500-2,CONTRASTING PATCHES BOMBER JACKET,Oversized jacket. Notched lapel collar and long sleeves. Flap pockets at hip and interior pocket. Front button closure.,159.0,USD,MAN,353298.0,1
137044,Aisle,1,Clothing,Yes,2534,Zara,320680326-107-39,PATCH BOMBER JACKET,Varsity jacket with elastic collar and long sleeves. Welt pockets at hip and interior pocket. Embroidered appliqué and contrast front and back patches. Rib trim. Front snap button closure.,12.99,USD,MAN,32916.66,1
154736,Front of Store,1,Clothing,Yes,1466,Zara,311292244-800-39,CROPPED BOMBER JACKET LIMITED EDITION,Varsity jacket with padded interior. Rib elastic collar and long sleeves in contrast faux leather. Double welt pockets at hip and interior pocket. Contrasting patch appliqués at front and back. Rib trim. Front snap button closure.,19.9,USD,MAN,29173.399999999998,1
141434,Front of Store,1,Clothing,Yes,2870,Zara,311307610-400-39,FAUX LEATHER PUFFER JACKET,Jacket with lightly padded interior. Rib collar and long sleeves. Flap pockets at waist. Rib trim. Front asymmetric zip closure.,39.9,USD,MAN,114513.0,1
